ID,CASE_NUMBER,BLOCK,IUCR_CODE,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESC,ARREST,DOMESTIC,BEAT_NUM,DISTRICT_CODE,WARD_NO,COMMUNITY_CODE,FBI_CODE,X_COORDINATE,Y_COORDINATE,INCIDENT_YEAR,DATE_OF_UPDATE,LATITUDE,LONGITUDE,LOCATION,INCIDENT_DAYOFWEEK,INCIDENT_DATE,INCIDENT_TIME,INCIDENT_MONTH
10000425,LI117900,77XX N FULLERTON AVE,620,BURGLARY,UNLAWFUL ENTRY,HOSPITAL BUILDING/GROUNDS,False,False,1911,9,32.0,59.0,14,1152549.0,1884216.0,2015,2015-02-13 06:51:00,41.86023609,-87.740243,"(41.86023609, -87.740243)",WEDNESDAY,2015-01-14,06:51:00,1
10000426,EZ350156,3XX E CICERO AVE,730,THEFT,SHOPLIFTING,CONVENIENCE STORE,False,False,611,9,19.0,56.0,04B,1177630.0,1917261.0,2015,2015-03-06 07:39:00,41.86118513,-87.71997927,"(41.86118513, -87.71997927)",TUESDAY,2015-02-10,07:39:00,2
10000427,AT264830,95XX W NORTH AVE,850,DECEPTIVE PRACTICE,FRAUD,PARK PROPERTY,False,False,2411,10,28.0,75.0,04B,1170426.0,1885530.0,2018,2018-03-12 07:15:00,41.75965422,-87.54581534,"(41.75965422, -87.54581534)",SUNDAY,2018-02-18,07:15:00,2
10000428,SA530444,32XX N GRAND AVE,750,THEFT,THEFT $500 AND UNDER,GROCERY FOOD STORE,False,False,611,12,26.0,36.0,17,1198032.0,1904919.0,2023,2023-11-13 14:13:00,41.80383322,-87.53668083,"(41.80383322, -87.53668083)",THURSDAY,2023-11-02,14:13:00,11
10000429,DD481410,68XX E GRAND AVE,460,BATTERY,SIMPLE,OTHER,False,True,121,2,25.0,47.0,03,1184765.0,1854005.0,2021,2021-10-17 16:12:00,41.96475498,-87.77228697,"(41.96475498, -87.77228697)",SUNDAY,2021-09-19,16:12:00,9
10000430,NE731285,93XX S ASHLAND AVE,460,BATTERY,SIMPLE,PARK PROPERTY,False,False,122,7,39.0,10.0,10,1188952.0,1894275.0,2019,2019-10-01 21:15:00,41.92494308,-87.639814,"(41.92494308, -87.639814)",MONDAY,2019-09-30,21:15:00,9
10000431,XM657584,87XX W NORTH AVE,1240,NARCOTICS,POSS: HEROIN(WHITE),CTA TRAIN,False,False,321,4,46.0,32.0,14,1150028.0,1886861.0,2018,2018-02-23 15:29:00,41.71012221,-87.68677247,"(41.71012221, -87.68677247)",SATURDAY,2018-02-17,15:29:00,2
10000432,KD992373,98XX S BROADWAY,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE(NON.RESID.),False,False,112,14,20.0,48.0,17,1181922.0,1861773.0,2016,2016-05-01 17:26:00,41.69481246,-87.66933874,"(41.69481246, -87.66933874)",MONDAY,2016-04-18,17:26:00,4
10000433,XE917202,43XX S BROADWAY,460,BATTERY,SIMPLE,APARTMENT,False,False,711,15,5.0,77.0,10,1193431.0,1888356.0,2020,2020-04-10 21:56:00,41.83313243,-87.51980685,"(41.83313243, -87.51980685)",FRIDAY,2020-03-20,21:56:00,3
10000434,DT162200,43XX W CLARK ST,460,BATTERY,SIMPLE,CTA TRAIN,False,False,113,17,28.0,66.0,11,1199932.0,1862266.0,2021,2021-08-20 08:28:00,41.9146812,-87.64821568,"(41.9146812, -87.64821568)",MONDAY,2021-07-26,08:28:00,7
10000435,YG588365,79XX E FULLERTON AVE,910,VANDALISM,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,True,False,122,2,17.0,62.0,09,1155711.0,1903553.0,2015,2015-01-31 23:10:00,41.73968118,-87.651374465,"(41.73968118, -87.59821646)",SATURDAY,2015-01-03,23:10:00,1
10000436,SN435226,60XX S WESTERN AVE,460,BATTERY,SIMPLE,RESIDENCE,False,False,712,14,4.0,76.0,07,1192224.0,1867516.0,2018,2018-09-22 22:19:00,41.9372207,-87.63349578,"(41.9372207, -87.63349578)",THURSDAY,2018-09-06,22:19:00,9
10000437,WC071489,77XX E NORTH AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT / GARAGE(NON.RESID.),False,False,1022,8,32.0,56.0,05,1180528.0,1863191.0,2018,2018-10-09 22:07:00,41.94483502,-87.71405972,"(41.94483502, -87.71405972)",SATURDAY,2018-09-29,22:07:00,9
10000438,GH806148,51XX W WESTERN AVE,910,VANDALISM,CRIMINAL DAMAGE,BAR OR TAVERN,True,False,812,2,11.0,40.0,05,1150010.0,1923804.0,2022,2022-11-10 13:36:00,41.71470374,-87.78814588,"(41.71470374, -87.78814588)",MONDAY,2022-11-07,13:36:00,11
10000439,CP114107,91XX S STATE ST,460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1111,10,42.0,52.0,04B,1166330.0,1869254.0,2020,2020-02-07 13:32:00,41.9853796,-87.70720217,"(41.9853796, -87.70720217)",TUESDAY,2020-01-28,13:32:00,1
10000440,UW487769,64XX W NORTH AVE,460,BATTERY,SIMPLE,ALLEY,True,False,912,17,6.0,5.0,05,1192653.0,1870174.0,2018,2018-06-22 22:13:00,41.70981661,-87.79058615,"(41.70981661, -87.79058615)",THURSDAY,2018-05-24,22:13:00,5
10000441,DR872355,62XX S PULASKI RD,800,ARSON,AGGRAVATED,VEHICLE NON-COMMERCIAL,True,True,1111,9,13.0,24.0,04A,1180743.0,1876974.0,2016,2016-08-13 10:38:00,41.79821826,-87.6971111,"(41.79821826, -87.6971111)",THURSDAY,2016-07-28,10:38:00,7
10000442,GX886530,76XX S GRAND AVE,740,THEFT,THEFT OVER $500,"SCHOOL, PUBLIC, BUILDING",False,False,122,1,27.0,76.0,09,1180438.0,1868475.0,2023,2023-07-04 15:18:00,41.96871452,-87.52576844,"(41.96871452, -87.52576844)",FRIDAY,2023-06-23,15:18:00,6
10000443,OF606901,72XX E COTTAGE GROVE AVE,740,THEFT,THEFT OVER $500,RESTAURANT,False,False,121,24,20.0,77.0,11,1188983.0,1918418.0,2021,2021-03-05 22:01:00,41.850227,-87.63429222,"(41.850227, -87.63429222)",TUESDAY,2021-02-16,22:01:00,2
10000444,IN855467,23XX N GRAND AVE,1310,NARCOTICS,POSS: COCAINE,RESIDENCE,False,False,122,19,41.0,9.0,08A,1161977.0,1912293.0,2023,2023-08-18 22:19:00,41.94590909,-87.79900153,"(41.94590909, -87.79900153)",MONDAY,2023-07-31,22:19:00,7
10000445,UU416456,97XX W WESTERN AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,"SCHOOL, PUBLIC, BUILDING",False,False,1711,5,22.0,21.0,11,1181578.0,1852383.0,2023,2023-11-30 19:04:00,41.83360711,-87.52258583,"(41.83360711, -87.52258583)",FRIDAY,2023-11-24,19:04:00,11
10000446,MO571876,77XX N ASHLAND AVE,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING/GROUNDS,False,False,912,20,23.0,3.0,04A,1193100.0,1856818.0,2015,2015-06-22 03:12:00,41.94125574,-87.50912488,"(41.94125574, -87.50912488)",SUNDAY,2015-06-21,03:12:00,6
10000447,YP830238,92XX N ASHLAND AVE,910,VANDALISM,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,False,False,1711,11,27.0,10.0,05,1151307.0,1872812.0,2017,2017-12-02 20:09:00,41.91158852,-87.67793874,"(41.91158852, -87.67793874)",THURSDAY,2017-11-23,20:09:00,11
10000448,TD090808,12XX E CLARK ST,740,THEFT,THEFT OVER $500,SIDEWALK,False,False,712,20,45.0,70.0,12,1196539.0,1874951.0,2015,2015-12-23 20:35:00,41.72013072,-87.67890507,"(41.72013072, -87.67890507)",MONDAY,2015-11-23,20:35:00,11
10000449,OB261534,35XX S FULLERTON AVE,460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,True,False,311,1,31.0,28.0,15,1199482.0,1850422.0,2021,2021-06-09 18:06:00,41.94914759,-87.64709466,"(41.94914759, -87.64709466)",WEDNESDAY,2021-05-19,18:06:00,5
10000450,RD295678,96XX N HALSTED ST,1240,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,True,False,2011,9,45.0,17.0,07,1156622.0,1853216.0,2016,2016-05-08 14:12:00,41.72599317,-87.59869287,"(41.72599317, -87.59869287)",THURSDAY,2016-04-14,14:12:00,4
10000451,AM080424,56XX N CLARK ST,620,BURGLARY,UNLAWFUL ENTRY,PARKING LOT / GARAGE(NON.RESID.),False,False,312,9,29.0,26.0,08A,1183115.0,1889193.0,2019,2019-09-02 13:33:00,41.95098532,-87.54256592,"(41.95098532, -87.54256592)",SUNDAY,2019-08-11,13:33:00,8
10000452,GJ208534,71XX S WESTERN AVE,730,THEFT,SHOPLIFTING,SIDEWALK,False,False,621,9,31.0,50.0,07,1161721.0,1888872.0,2018,2018-06-02 18:28:00,41.96144196,-87.79485627,"(41.96144196, -87.79485627)",SATURDAY,2018-05-26,18:28:00,5
10000453,TS462148,25XX S WESTERN AVE,850,DECEPTIVE PRACTICE,FRAUD,COMMERCIAL / BUSINESS OFFICE,True,True,111,24,32.0,68.0,14,1170986.0,1877303.0,2023,2023-12-23 22:58:00,41.92054794,-87.56909404,"(41.92054794, -87.56909404)",SUNDAY,2023-12-17,22:58:00,12
10000454,RZ417202,69XX N WESTERN AVE,460,BATTERY,SIMPLE,CTA TRAIN,False,True,112,8,28.0,72.0,12,1193327.0,1866396.0,2023,2023-07-22 10:21:00,41.95877759,-87.73060867,"(41.95877759, -87.73060867)",THURSDAY,2023-07-06,10:21:00,7
10000455,CN250697,28XX W MADISON ST,610,BURGLARY,FORCIBLE ENTRY,ALLEY,False,False,113,22,35.0,31.0,14,1186433.0,1890235.0,2016,2016-05-27 07:16:00,41.74011132,-87.57280208,"(41.74011132, -87.57280208)",SUNDAY,2016-05-01,07:16:00,5
10000456,EB940356,47XX E DIVISION ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,SIDEWALK,True,True,711,7,13.0,17.0,06,1156725.0,1859430.0,2023,2023-04-16 04:11:00,41.88849838,-87.73231245,"(41.88849838, -87.73231245)",SUNDAY,2023-04-09,04:11:00,4
10000457,HG277043,55XX S GRAND AVE,730,THEFT,SHOPLIFTING,RESIDENCE,False,False,2211,25,34.0,76.0,13,1176642.0,1895383.0,2023,2023-01-31 16:35:00,41.73721915,-87.5008347,"(41.73721915, -87.5008347)",MONDAY,2023-01-02,16:35:00,1
10000458,OC502580,78XX N CICERO AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,VEHICLE NON-COMMERCIAL,True,True,121,24,38.0,18.0,15,1156321.0,1922640.0,2016,2016-05-08 16:25:00,41.85170761,-87.73045987,"(41.85170761, -87.73045987)",FRIDAY,2016-04-08,16:25:00,4
10000459,IT850190,93XX N HALSTED ST,460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,False,621,11,30.0,22.0,01A,1151366.0,1903190.0,2022,2022-03-06 16:47:00,41.84061179,-87.79654112,"(41.69993184, -87.79654112)",WEDNESDAY,2022-02-09,16:47:00,2
10000460,ET573454,67XX N ASHLAND AVE,460,BATTERY,SIMPLE,ALLEY,True,True,711,18,42.0,38.0,14,1178819.0,1888142.0,2019,2019-05-02 18:50:00,41.93382976,-87.61989551,"(41.93382976, -87.61989551)",TUESDAY,2019-04-02,18:50:00,4
10000461,OB442664,74XX W STATE ST,312,ROBBERY,ARMED: HANDGUN,APARTMENT,True,False,1111,20,8.0,31.0,05,1183066.0,1879296.0,2018,2018-02-13 16:25:00,41.75835343,-87.70350787,"(41.75835343, -87.70350787)",WEDNESDAY,2018-01-31,16:25:00,1
10000462,WG171632,23XX W FULLERTON AVE,910,VANDALISM,CRIMINAL DAMAGE,PARKING LOT / GARAGE(NON.RESID.),False,False,221,14,17.0,68.0,19,1186664.0,1926972.0,2023,2024-01-26 04:07:00,41.91155186,-87.72151765,"(41.91155186, -87.72151765)",FRIDAY,2023-12-29,04:07:00,12
10000463,YQ193281,6XX W BROADWAY,650,MOTOR VEHICLE THEFT,AUTOMOBILE,GROCERY FOOD STORE,False,False,912,15,49.0,17.0,13,1198038.0,1870147.0,2019,2019-08-05 12:01:00,41.81926671,-87.651374465,"(41.81926671, -87.76877213)",SUNDAY,2019-07-28,12:01:00,7
10000464,IZ480606,67XX S CLARK ST,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,RETAIL STORE,False,False,1711,10,33.0,74.0,15,1168418.0,1894487.0,2019,2019-04-04 12:50:00,41.92161107,-87.58076598,"(41.92161107, -87.58076598)",TUESDAY,2019-03-26,12:50:00,3
10000465,QF243288,26XX S HALSTED ST,740,THEFT,THEFT OVER $500,RESIDENCE,True,False,211,8,10.0,14.0,18,1189368.0,1893550.0,2018,2018-07-27 21:07:00,41.84786342,-87.58362448,"(41.84786342, -87.58362448)",SATURDAY,2018-07-14,21:07:00,7
10000466,RI647859,17XX N CICERO AVE,750,THEFT,THEFT $500 AND UNDER,APARTMENT,False,True,411,18,1.0,2.0,16,1166729.0,1883201.0,2020,2020-08-30 21:49:00,41.93320616,-87.62417292,"(41.93320616, -87.62417292)",WEDNESDAY,2020-08-12,21:49:00,8
10000467,ES965043,97XX W PULASKI RD,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,True,False,711,18,41.0,74.0,04B,1167147.0,1852110.0,2021,2021-11-05 06:07:00,41.75940485,-87.64103344,"(41.75940485, -87.64103344)",FRIDAY,2021-10-08,06:07:00,10
10000468,WB833687,3XX N PULASKI RD,510,ASSAULT,AGGRAVATED: HANDGUN,CTA BUS,False,False,1022,11,16.0,64.0,12,1154799.0,1909707.0,2015,2015-06-26 20:40:00,41.91312714,-87.64419822,"(41.91312714, -87.64419822)",THURSDAY,2015-06-25,20:40:00,6
10000469,DH579732,34XX E STATE ST,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,HOSPITAL BUILDING/GROUNDS,False,False,212,6,28.0,74.0,15,1195120.0,1899694.0,2015,2015-08-20 20:32:00,41.81734207,-87.63158874,"(41.81734207, -87.63158874)",SUNDAY,2015-08-02,20:32:00,8
10000470,PE776675,3XX W CLARK ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RETAIL STORE,True,True,1611,1,39.0,7.0,05,1190164.0,1872861.0,2016,2016-03-18 18:28:00,41.85933853,-87.58773583,"(41.85933853, -87.58773583)",WEDNESDAY,2016-02-24,18:28:00,2
10000471,XC882774,73XX S COTTAGE GROVE AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,STREET,False,False,1011,19,24.0,75.0,08B,1164720.0,1911783.0,2016,2016-01-08 21:18:00,41.73407956,-87.63039804,"(41.73407956, -87.63039804)",SUNDAY,2016-01-03,21:18:00,1
10000472,VZ889811,67XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,OTHER,True,True,521,7,20.0,72.0,07,1180120.0,1878944.0,2015,2015-05-30 18:11:00,41.7561192,-87.59895603,"(41.7561192, -87.59895603)",WEDNESDAY,2015-05-06,18:11:00,5
10000473,UI391873,87XX S PULASKI RD,850,DECEPTIVE PRACTICE,FRAUD,COMMERCIAL / BUSINESS OFFICE,False,False,1011,19,25.0,74.0,04A,1178089.0,1914699.0,2016,2016-08-26 14:17:00,41.96703843,-87.651374465,"(41.96703843, -87.73501037)",TUESDAY,2016-08-23,14:17:00,8
10000474,RV398005,26XX N HALSTED ST,620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,False,False,2411,25,33.0,56.0,15,1191685.0,1911060.0,2020,2020-05-14 19:00:00,41.70878149,-87.78345473,"(41.70878149, -87.78345473)",WEDNESDAY,2020-05-13,19:00:00,5
10000475,BY877411,37XX W COTTAGE GROVE AVE,800,ARSON,AGGRAVATED,ALLEY,True,False,312,16,42.0,53.0,18,1194785.0,1885251.0,2022,2022-02-10 16:55:00,41.88125086,-87.71896355,"(41.88125086, -87.71896355)",SATURDAY,2022-01-22,16:55:00,1
10000476,JY294494,12XX S MADISON ST,460,BATTERY,SIMPLE,ALLEY,False,False,112,3,50.0,34.0,07,1159763.0,1866213.0,2016,2016-11-10 17:59:00,41.85006081,-87.77985257,"(41.85006081, -87.77985257)",FRIDAY,2016-10-21,17:59:00,10
10000477,BW208420,93XX S MADISON ST,620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,True,False,1011,19,37.0,45.0,02,1164836.0,1871167.0,2022,2022-07-21 12:29:00,41.71230081,-87.59963716,"(41.71230081, -87.59963716)",TUESDAY,2022-07-05,12:29:00,7
10000478,UR478282,22XX E FULLERTON AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,BAR OR TAVERN,False,False,1511,1,11.0,12.0,12,1159669.0,1890235.0,2020,2020-10-06 09:11:00,41.93819683,-87.76929861,"(41.93819683, -87.76929861)",SATURDAY,2020-10-03,09:11:00,10
10000479,JA508163,52XX S MICHIGAN AVE,610,BURGLARY,FORCIBLE ENTRY,PARK PROPERTY,False,False,1022,19,47.0,55.0,07,1174984.0,1925055.0,2015,2015-04-23 15:44:00,41.82607212,-87.58996654,"(41.82607212, -87.58996654)",SATURDAY,2015-04-04,15:44:00,4
10000480,LP250180,76XX E CICERO AVE,312,ROBBERY,ARMED: HANDGUN,STREET,False,False,122,18,42.0,23.0,16,1187748.0,1926391.0,2019,2019-07-20 17:46:00,41.86036011,-87.50932504,"(41.86036011, -87.50932504)",WEDNESDAY,2019-07-17,17:46:00,7
10000481,CY254459,97XX N GRAND AVE,320,ROBBERY,STRONGARM - NO WEAPON,OTHER,False,False,2511,5,20.0,44.0,13,1172593.0,1893655.0,2017,2017-11-14 16:18:00,41.88418123,-87.71493022,"(41.88418123, -87.71493022)",TUESDAY,2017-10-24,16:18:00,10
10000482,RA667368,96XX N MADISON ST,730,THEFT,SHOPLIFTING,GROCERY FOOD STORE,False,False,1121,5,40.0,74.0,14,1166005.0,1896144.0,2021,2021-11-23 16:24:00,41.7361746,-87.54977357,"(41.7361746, -87.54977357)",FRIDAY,2021-11-05,16:24:00,11
10000483,QD552388,38XX S CICERO AVE,312,ROBBERY,ARMED: HANDGUN,COMMERCIAL / BUSINESS OFFICE,True,False,612,11,24.0,35.0,18,1157017.0,1916117.0,2016,2016-11-24 11:34:00,41.82820574,-87.6817799,"(41.82820574, -87.6817799)",FRIDAY,2016-11-18,11:34:00,11
10000484,FZ553394,88XX E WESTERN AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,False,False,321,6,22.0,50.0,18,1174984.0,1877466.0,2018,2018-10-31 19:59:00,41.97381942,-87.73350436,"(41.97381942, -87.73350436)",MONDAY,2018-10-15,19:59:00,10
10000485,UC330218,43XX S CLARK ST,850,DECEPTIVE PRACTICE,FRAUD,VEHICLE NON-COMMERCIAL,True,False,2011,22,8.0,66.0,26,1158240.0,1865931.0,2017,2017-07-28 00:19:00,41.96416412,-87.62029969,"(41.96416412, -87.62029969)",FRIDAY,2017-07-07,00:19:00,7
10000486,LQ915407,5XX E COTTAGE GROVE AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,CONVENIENCE STORE,True,True,2511,11,6.0,3.0,03,1182165.0,1858728.0,2017,2017-09-30 20:28:00,41.94398152,-87.59086222,"(41.94398152, -87.59086222)",SATURDAY,2017-09-02,20:28:00,9
10000487,NZ826743,18XX W MADISON ST,750,THEFT,THEFT $500 AND UNDER,OTHER,False,False,811,15,27.0,8.0,05,1176945.0,1872363.0,2016,2016-08-09 22:35:00,41.8146538,-87.573713,"(41.8146538, -87.573713)",THURSDAY,2016-07-14,22:35:00,7
10000488,WB030265,83XX N MADISON ST,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,SIDEWALK,False,False,312,1,3.0,6.0,04B,1161604.0,1926676.0,2018,2018-10-21 02:59:00,41.75887202,-87.60579798,"(41.75887202, -87.60579798)",SUNDAY,2018-09-23,02:59:00,9
10000489,FY581587,22XX E BROADWAY,850,DECEPTIVE PRACTICE,FRAUD,RESIDENCE,False,False,1211,8,28.0,58.0,26,1156486.0,1917677.0,2016,2016-09-05 15:54:00,41.81398384,-87.57592997,"(41.81398384, -87.57592997)",SATURDAY,2016-08-13,15:54:00,8
10000490,EE342952,91XX N GRAND AVE,730,THEFT,SHOPLIFTING,PARKING LOT / GARAGE(NON.RESID.),False,False,1511,8,27.0,34.0,15,1158252.0,1887732.0,2023,2023-04-30 00:05:00,41.82895583,-87.79273238,"(41.82895583, -87.79273238)",THURSDAY,2023-04-13,00:05:00,4
10000491,LS255180,88XX S PULASKI RD,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE(NON.RESID.),True,False,1022,8,47.0,14.0,13,1182271.0,1864043.0,2020,2020-02-19 13:42:00,41.90548673,-87.51189483,"(41.90548673, -87.51189483)",SATURDAY,2020-02-01,13:42:00,2
10000492,OI446782,70XX S MADISON ST,750,THEFT,THEFT $500 AND UNDER,RETAIL STORE,False,False,611,3,41.0,56.0,17,1168184.0,1927132.0,2023,2024-01-07 12:54:00,41.95901197,-87.70246925,"(41.95901197, -87.70246925)",TUESDAY,2023-12-19,12:54:00,12
10000493,FS819951,60XX W WESTERN AVE,560,ASSAULT,SIMPLE,ALLEY,True,False,1211,16,39.0,75.0,18,1166555.0,1903337.0,2023,2023-02-07 19:11:00,41.82204251,-87.75137313,"(41.82204251, -87.75137313)",MONDAY,2023-01-09,19:11:00,1
10000494,RJ259797,88XX S CHICAGO AVE,730,THEFT,SHOPLIFTING,STREET,False,False,1511,9,49.0,71.0,10,1175295.0,1895513.0,2017,2017-02-12 09:56:00,41.95544763,-87.6444128,"(41.95544763, -87.6444128)",FRIDAY,2017-02-10,09:56:00,2
10000495,CF285089,96XX E MICHIGAN AVE,740,THEFT,THEFT OVER $500,CONVENIENCE STORE,False,False,2011,12,11.0,27.0,17,1178859.0,1912337.0,2021,2021-06-11 12:29:00,41.69685217,-87.75523539,"(41.69685217, -87.75523539)",TUESDAY,2021-06-08,12:29:00,6
10000496,DE174769,49XX W WESTERN AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",False,False,1111,4,44.0,59.0,04A,1187301.0,1857138.0,2023,2023-03-23 08:13:00,41.70605104,-87.61824881,"(41.70605104, -87.61824881)",FRIDAY,2023-03-17,08:13:00,3
10000497,WO315308,51XX S MADISON ST,460,BATTERY,SIMPLE,GROCERY FOOD STORE,True,False,1711,24,43.0,39.0,20,1164222.0,1913186.0,2021,2021-01-20 01:11:00,41.7746135,-87.7698624,,TUESDAY,2021-01-05,01:11:00,1
10000498,KT182071,71XX E CHICAGO AVE,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CONVENIENCE STORE,False,False,1511,12,9.0,75.0,10,1157093.0,1865260.0,2017,2017-06-18 19:36:00,41.75865897,-87.6638797,"(41.75865897, -87.6638797)",MONDAY,2017-05-29,19:36:00,5
10000499,VR627221,41XX E COTTAGE GROVE AVE,800,ARSON,AGGRAVATED,PARK PROPERTY,True,False,2211,3,28.0,55.0,09,1182504.0,1922089.0,2021,2021-10-13 17:28:00,41.72794483,-87.71558036,"(41.72794483, -87.71558036)",SUNDAY,2021-09-19,17:28:00,9
10000500,BB171287,56XX N WESTERN AVE,910,VANDALISM,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",False,False,1121,12,24.0,37.0,13,1156842.0,1914807.0,2019,2019-03-25 14:43:00,41.76538437,-87.54752638,"(41.76538437, -87.54752638)",THURSDAY,2019-02-28,14:43:00,2
10000501,CB739829,6XX W GRAND AVE,620,BURGLARY,UNLAWFUL ENTRY,CONVENIENCE STORE,False,False,312,12,29.0,14.0,15,1153040.0,1856754.0,2020,2020-11-09 07:46:00,41.84061179,-87.6971843,"(41.72245449, -87.6971843)",SUNDAY,2020-10-18,07:46:00,10
10000502,VX424380,78XX W COTTAGE GROVE AVE,750,THEFT,THEFT $500 AND UNDER,BAR OR TAVERN,False,True,2411,16,28.0,55.0,06,1159948.0,1890235.0,2020,2020-12-29 21:43:00,41.72614891,-87.79836,"(41.72614891, -87.79836)",THURSDAY,2020-12-17,21:43:00,12
10000503,VO676536,34XX S HALSTED ST,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,True,False,221,20,2.0,9.0,19,1162615.0,1851571.0,2016,2016-03-07 12:21:00,41.88996096,-87.76270297,"(41.88996096, -87.76270297)",MONDAY,2016-02-15,12:21:00,2
10000504,KJ022042,96XX E WESTERN AVE,320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,False,False,521,22,34.0,64.0,16,1190683.0,1880577.0,2020,2020-08-23 22:25:00,41.86709515,-87.59445329,"(41.86709515, -87.59445329)",TUESDAY,2020-07-28,22:25:00,7
10000505,CB160860,70XX S WESTERN AVE,560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,False,321,1,5.0,34.0,13,1160717.0,1854078.0,2021,2021-06-01 21:39:00,41.97672632,-87.75813002,"(41.97672632, -87.75813002)",MONDAY,2021-05-17,21:39:00,5
10000506,HD748359,70XX W CLARK ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,CTA BUS,False,False,112,4,6.0,57.0,03,1196390.0,1890657.0,2023,2023-10-06 17:57:00,41.8777882,-87.651374465,"(41.8777882, -87.51062534)",SUNDAY,2023-10-01,17:57:00,10
10000507,PL917396,64XX E COTTAGE GROVE AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,False,False,1011,3,12.0,25.0,15,1183399.0,1924731.0,2019,2019-10-04 15:30:00,41.81096885,-87.57061713,"(41.81096885, -87.57061713)",THURSDAY,2019-09-12,15:30:00,9
10000508,EQ897263,14XX W NORTH AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,RESTAURANT,False,False,411,19,42.0,32.0,10,1161206.0,1907829.0,2016,2016-04-21 13:02:00,41.93254398,-87.63403659,"(41.93254398, -87.63403659)",TUESDAY,2016-04-05,13:02:00,4
10000509,PW124974,69XX W CICERO AVE,910,VANDALISM,CRIMINAL DAMAGE,CTA TRAIN,True,False,1111,12,38.0,32.0,08A,1198007.0,1912293.0,2018,2018-10-22 07:09:00,41.69010299,-87.50970162,"(41.69010299, -87.50970162)",TUESDAY,2018-10-16,07:09:00,10
10000510,OC380192,6XX E MADISON ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE(NON.RESID.),False,True,511,22,41.0,21.0,07,1194722.0,1877338.0,2023,2023-03-13 11:42:00,41.75400314,-87.58408566,"(41.75400314, -87.58408566)",THURSDAY,2023-02-16,11:42:00,2
10000511,MO002597,70XX N NORTH AVE,740,THEFT,THEFT OVER $500,OTHER,False,False,122,3,31.0,62.0,16,1187650.0,1900438.0,2023,2023-11-29 17:25:00,41.76760756,-87.63852796,"(41.76760756, -87.63852796)",WEDNESDAY,2023-11-01,17:25:00,11
10000512,DD518792,41XX N WESTERN AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,STREET,False,False,712,22,36.0,57.0,08A,1154514.0,1877222.0,2017,2017-10-29 18:37:00,41.78370509,-87.53224304,"(41.78370509, -87.53224304)",MONDAY,2017-10-16,18:37:00,10
10000513,AR582920,63XX N STATE ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,False,False,1111,15,21.0,32.0,11,1166382.0,1897959.0,2023,2023-09-02 16:25:00,41.72000249,-87.62621934,"(41.72000249, -87.62621934)",SATURDAY,2023-08-26,16:25:00,8
